Advertisers,Bid ranges (gross),Bids,Average bid CPM (gross) (THB),Estimated earnings from bids (THB),Impressions won,Winning bid CPM (gross) (THB),Close CPM (THB),Win %
Qantas Group,THB 280.22 - THB 283.40,10.00,281.98,0.72,10.00,281.98,72.47,1.00
Qantas Group,THB 283.40 - THB 286.58,5.00,286.24,0.36,5.00,286.24,72.36,1.00
Qantas Group,THB 286.58 - THB 289.77,6.00,288.45,0.35,5.00,288.84,69.35,0.83
Qantas Group,THB 289.77 - THB 292.95,4.00,292.13,0.26,4.00,292.13,66.24,1.00
Qantas Group,THB 292.95 - THB 296.14,8.00,295.28,0.59,8.00,295.28,74.27,1.00
Qantas Group,THB 296.14 - THB 299.32,4.00,297.47,0.48,4.00,297.47,119.92,1.00
Qantas Group,THB 299.32 - THB 302.51,5.00,300.92,0.42,5.00,300.92,84.25,1.00
Qantas Group,THB 302.51 - THB 305.69,6.00,304.16,0.39,6.00,304.16,65.35,1.00
Qantas Group,THB 305.69 - THB 308.87,8.00,307.33,0.48,8.00,307.33,60.38,1.00
Qantas Group,THB 308.87 - THB 312.06,7.00,311.11,0.51,7.00,311.11,72.95,1.00
Qantas Group,THB 312.06 - THB 315.24,7.00,313.71,0.45,7.00,313.71,63.77,1.00
Qantas Group,THB 315.24 - THB 318.43,3.00,316.51,0.20,3.00,316.51,65.40,1.00
Qantas Group,THB 318.43 - THB 321.61,3.00,320.85,0.13,3.00,320.85,42.54,1.00
Qantas Group,THB 321.61 - THB 324.80,5.00,323.01,0.32,5.00,323.01,63.77,1.00
Qantas Group,THB 324.80 - THB 327.98,5.00,326.21,0.36,5.00,326.21,71.17,1.00
Qantas Group,THB 327.98 - THB 331.16,5.00,329.56,0.50,5.00,329.56,99.89,1.00
Qantas Group,THB 331.16 - THB 334.35,3.00,333.62,0.19,3.00,333.62,64.35,1.00
Qantas Group,THB 334.35 - THB 337.53,8.00,336.57,0.48,7.00,336.56,67.96,0.88
Qantas Group,THB 337.53 - THB 340.72,7.00,339.47,0.48,7.00,339.47,69.09,1.00
Qantas Group,THB 340.72 - THB 343.90,7.00,342.24,0.38,7.00,342.24,54.71,1.00
Qantas Group,THB 343.90 - THB 347.09,2.00,346.03,0.18,2.00,346.03,88.99,1.00
Qantas Group,THB 347.09 - THB 350.27,3.00,349.00,0.22,3.00,349.00,73.96,1.00
Qantas Group,THB 350.27 - THB 353.45,3.00,351.16,0.22,3.00,351.16,74.52,1.00
Qantas Group,THB 353.45 - THB 356.64,5.00,355.52,0.25,5.00,355.52,50.98,1.00
Qantas Group,THB 356.64 - THB 359.82,4.00,358.15,0.25,4.00,358.15,63.66,1.00
Qantas Group,THB 359.82 - THB 363.01,2.00,361.79,0.15,2.00,361.79,75.08,1.00
Qantas Group,THB 363.01 - THB 366.19,5.00,364.20,0.41,4.00,364.18,102.03,0.80
Qantas Group,THB 366.19 - THB 369.37,2.00,368.84,0.14,2.00,368.84,68.10,1.00
Qantas Group,THB 369.37 - THB 372.56,3.00,370.66,0.22,3.00,370.66,72.09,1.00
Qantas Group,THB 372.56 - THB 375.74,5.00,375.22,0.35,5.00,375.22,69.61,1.00
Qantas Group,THB 375.74 - THB 378.93,2.00,377.66,0.13,2.00,377.66,63.66,1.00
Qantas Group,THB 378.93 - THB 382.11,6.00,380.60,0.46,6.00,380.60,76.01,1.00
Qantas Group,THB 382.11 - THB 385.30,3.00,384.35,0.44,3.00,384.35,147.09,1.00
Qantas Group,THB 385.30 - THB 388.48,1.00,387.08,0.06,1.00,387.08,63.69,1.00
Qantas Group,THB 388.48 - THB 391.66,5.00,390.25,0.48,5.00,390.25,95.75,1.00
Qantas Group,THB 391.66 - THB 394.85,4.00,393.05,0.28,4.00,393.05,69.93,1.00
Qantas Group,THB 394.85 - THB 398.03,1.00,398.03,0.06,1.00,398.03,63.89,1.00
Qantas Group,THB 398.03 - THB 401.22,2.00,400.10,0.24,2.00,400.10,119.25,1.00
Qantas Group,THB 401.22 - THB 404.40,9.00,402.94,0.68,9.00,402.94,75.47,1.00
Qantas Group,THB 404.40 - THB 407.59,4.00,406.34,0.19,4.00,406.34,47.87,1.00
Qantas Group,THB 407.59 - THB 410.77,4.00,409.66,0.19,4.00,409.66,47.81,1.00
Qantas Group,THB 410.77 - THB 413.95,1.00,411.20,0.06,1.00,411.20,63.63,1.00
Qantas Group,THB 413.95 - THB 417.14,3.00,417.04,0.21,3.00,417.04,69.93,1.00
Qantas Group,THB 417.14 - THB 420.32,4.00,419.43,0.29,4.00,419.43,72.94,1.00
Qantas Group,THB 420.32 - THB 423.51,2.00,422.50,0.13,2.00,422.50,63.78,1.00
Qantas Group,THB 423.51 - THB 426.69,3.00,424.81,0.44,3.00,424.81,145.56,1.00
Qantas Group,THB 426.69 - THB 429.88,3.00,429.28,0.19,3.00,429.28,63.82,1.00
Qantas Group,THB 429.88 - THB 433.06,3.00,432.45,0.39,3.00,432.45,129.82,1.00
Qantas Group,THB 433.06 - THB 436.24,7.00,434.99,0.77,7.00,434.99,110.28,1.00
Qantas Group,THB 436.24 - THB 439.43,2.00,438.32,0.06,1.00,438.43,63.63,0.50
Qantas Group,THB 439.43 - THB 442.61,2.00,440.28,0.30,2.00,440.28,148.33,1.00
Qantas Group,THB 442.61 - THB 445.80,2.00,445.18,0.15,2.00,445.18,76.82,1.00
Qantas Group,THB 445.80 - THB 448.98,4.00,447.74,0.29,4.00,447.74,72.21,1.00
Qantas Group,THB 448.98 - THB 452.17,1.00,451.54,0.06,1.00,451.54,63.69,1.00
Qantas Group,THB 452.17 - THB 455.35,3.00,453.15,0.21,3.00,453.15,71.22,1.00
Qantas Group,THB 455.35 - THB 458.53,3.00,458.08,0.21,3.00,458.08,69.78,1.00
Qantas Group,THB 458.53 - THB 461.72,4.00,460.08,0.39,4.00,460.08,96.81,1.00
Qantas Group,THB 461.72 - THB 464.90,5.00,463.57,0.44,5.00,463.57,88.39,1.00
Qantas Group,THB 471.27 - THB 474.46,2.00,472.61,0.13,2.00,472.61,63.75,1.00
Qantas Group,THB 474.46 - THB 477.64,8.00,476.46,0.60,8.00,476.46,75.07,1.00
Qantas Group,THB 477.64 - THB 480.82,3.00,479.51,0.23,3.00,479.51,75.99,1.00
Qantas Group,THB 480.82 - THB 484.01,1.00,483.00,0.06,1.00,483.00,63.89,1.00
Qantas Group,THB 484.01 - THB 487.19,5.00,485.31,0.52,4.00,485.59,129.63,0.80
Qantas Group,THB 487.19 - THB 490.38,1.00,487.97,0.35,1.00,487.97,350.24,1.00
Qantas Group,THB 490.38 - THB 493.56,3.00,492.69,0.20,3.00,492.69,67.99,1.00
Qantas Group,THB 493.56 - THB 496.75,4.00,496.39,0.26,4.00,496.39,65.88,1.00
Qantas Group,THB 496.75 - THB 499.93,3.00,497.63,0.19,3.00,497.63,63.72,1.00
Qantas Group,THB 499.93 - THB 503.11,1.00,502.35,0.06,1.00,502.35,63.63,1.00
Qantas Group,THB 503.11 - THB 506.30,4.00,505.77,0.26,4.00,505.77,63.79,1.00
Qantas Group,THB 506.30 - THB 509.48,3.00,507.83,0.25,3.00,507.83,84.42,1.00
Qantas Group,THB 509.48 - THB 512.67,2.00,511.60,0.13,2.00,511.60,63.80,1.00
Qantas Group,THB 512.67 - THB 515.85,7.00,515.41,0.59,7.00,515.41,83.82,1.00
Qantas Group,THB 515.85 - THB 519.04,1.00,517.87,0.08,1.00,517.87,75.59,1.00
Qantas Group,THB 522.22 - THB 525.40,1.00,524.38,0.08,1.00,524.38,80.69,1.00
Qantas Group,THB 525.40 - THB 528.59,1.00,527.72,0.06,1.00,527.72,63.89,1.00
Qantas Group,THB 528.59 - THB 531.77,3.00,529.94,0.19,3.00,529.94,63.71,1.00
Qantas Group,THB 534.96 - THB 538.14,4.00,537.45,0.33,4.00,537.45,82.74,1.00
Qantas Group,THB 538.14 - THB 541.33,1.00,542.89,0.06,1.00,542.89,63.89,1.00
Qantas Group,THB 544.51 - THB 547.69,3.00,546.77,0.28,3.00,546.77,94.96,1.00
Qantas Group,THB 547.69 - THB 550.88,3.00,549.35,0.67,3.00,549.35,224.31,1.00
Qantas Group,THB 550.88 - THB 554.06,4.00,553.86,0.45,4.00,553.86,111.55,1.00
Qantas Group,THB 554.06 - THB 557.25,1.00,558.13,0.06,1.00,558.13,63.90,1.00
Qantas Group,THB 557.25 - THB 560.43,2.00,558.21,0.15,2.00,558.21,74.23,1.00
Qantas Group,THB 560.43 - THB 563.62,1.00,562.07,0.06,1.00,562.07,63.72,1.00
Qantas Group,THB 563.62 - THB 566.80,5.00,565.67,0.51,5.00,565.67,101.23,1.00
Qantas Group,THB 566.80 - THB 569.98,4.00,567.22,0.25,4.00,567.22,63.66,1.00
Qantas Group,THB 569.98 - THB 573.17,2.00,573.20,0.56,2.00,573.20,280.27,1.00
Qantas Group,THB 576.35 - THB 579.54,1.00,577.40,0.08,1.00,577.40,80.17,1.00
Qantas Group,THB 579.54 - THB 582.72,1.00,583.18,0.06,1.00,583.18,63.89,1.00
Qantas Group,THB 582.72 - THB 585.91,3.00,584.32,0.21,3.00,584.32,71.16,1.00
Qantas Group,THB 589.09 - THB 592.27,2.00,591.45,0.13,2.00,591.45,63.69,1.00
Qantas Group,THB 595.46 - THB 598.64,2.00,597.64,0.15,2.00,597.64,75.65,1.00
Qantas Group,THB 598.64 - THB 601.83,1.00,600.56,0.06,1.00,600.56,63.69,1.00
Qantas Group,THB 601.83 - THB 605.01,2.00,604.92,0.13,2.00,604.92,63.78,1.00
Qantas Group,THB 605.01 - THB 608.19,3.00,606.20,0.56,3.00,606.20,188.03,1.00
Qantas Group,THB 608.19 - THB 611.38,2.00,608.93,0.30,2.00,608.93,151.23,1.00
Qantas Group,THB 611.38 - THB 614.56,1.00,614.12,0.06,1.00,614.12,63.69,1.00
Qantas Group,THB 614.56 - THB 617.75,4.00,616.54,0.28,4.00,616.54,69.98,1.00
Qantas Group,THB 617.75 - THB 620.93,1.00,621.13,0.00,1.00,621.13,0.00,1.00
Qantas Group,THB 620.93 - THB 624.12,1.00,621.46,0.08,1.00,621.46,82.21,1.00
Qantas Group,THB 624.12 - THB 627.30,1.00,627.43,0.06,1.00,627.43,63.90,1.00
Qantas Group,THB 627.30 - THB 630.48,4.00,630.86,0.38,4.00,630.86,94.79,1.00
Qantas Group,THB 630.48 - THB 633.67,2.00,633.22,0.16,2.00,633.22,79.11,1.00
Qantas Group,THB 633.67 - THB 636.85,2.00,634.11,0.13,2.00,634.11,63.66,1.00
Qantas Group,THB 636.85 - THB 640.04,3.00,640.22,0.32,3.00,640.22,106.19,1.00
Qantas Group,THB 640.04 - THB 643.22,2.00,642.42,0.13,2.00,642.42,63.70,1.00
Qantas Group,THB 646.41 - THB 649.59,3.00,648.48,0.39,3.00,648.48,129.97,1.00
Qantas Group,THB 649.59 - THB 652.77,3.00,652.25,0.24,3.00,652.25,79.46,1.00
Qantas Group,THB 652.77 - THB 655.96,1.00,657.78,0.06,1.00,657.78,63.90,1.00
Qantas Group,THB 655.96 - THB 659.14,5.00,657.36,0.57,4.00,657.19,142.25,0.80
Qantas Group,THB 659.14 - THB 662.33,3.00,660.49,0.14,3.00,660.49,46.69,1.00
Qantas Group,THB 662.33 - THB 665.51,2.00,663.31,0.13,2.00,663.31,63.75,1.00
Qantas Group,THB 665.51 - THB 668.70,2.00,666.79,0.13,2.00,666.79,63.76,1.00
Qantas Group,THB 678.25 - THB 681.43,1.00,681.10,0.06,1.00,681.10,63.69,1.00
Qantas Group,THB 681.43 - THB 684.62,1.00,684.14,0.06,1.00,684.14,63.90,1.00
Qantas Group,THB 684.62 - THB 687.80,3.00,687.30,0.22,2.00,687.28,110.57,0.67
Qantas Group,THB 687.80 - THB 690.99,1.00,691.15,0.06,1.00,691.15,63.89,1.00
Qantas Group,THB 694.17 - THB 697.35,1.00,695.90,0.06,1.00,695.90,63.69,1.00
Qantas Group,THB 697.35 - THB 700.54,3.00,700.17,0.73,3.00,700.17,244.27,1.00
Qantas Group,THB 700.54 - THB 703.72,3.00,702.43,0.63,3.00,702.43,210.90,1.00
Qantas Group,THB 703.72 - THB 706.91,4.00,706.91,0.27,4.00,706.91,67.75,1.00
Qantas Group,THB 706.91 - THB 710.09,1.00,710.90,0.06,1.00,710.90,63.88,1.00
Qantas Group,THB 713.28 - THB 716.46,1.00,714.26,0.06,1.00,714.26,63.69,1.00
Qantas Group,THB 716.46 - THB 719.64,6.00,719.58,0.42,6.00,719.58,69.91,1.00
Qantas Group,THB 722.83 - THB 726.01,1.00,724.25,0.00,1.00,724.25,0.00,1.00
Qantas Group,THB 726.01 - THB 729.20,2.00,728.30,0.13,2.00,728.30,63.76,1.00
Qantas Group,THB 729.20 - THB 732.38,2.00,729.63,0.13,2.00,729.63,63.69,1.00
Qantas Group,THB 735.57 - THB 738.75,1.00,738.38,0.28,1.00,738.38,280.79,1.00
Qantas Group,THB 738.75 - THB 741.93,2.00,740.93,0.06,2.00,740.93,31.84,1.00
Qantas Group,THB 741.93 - THB 745.12,1.00,744.37,0.06,1.00,744.37,63.88,1.00
Qantas Group,THB 745.12 - THB 748.30,1.00,749.17,0.06,1.00,749.17,63.88,1.00
Qantas Group,THB 748.30 - THB 751.49,1.00,752.81,0.08,1.00,752.81,79.14,1.00
Qantas Group,THB 751.49 - THB 754.67,1.00,755.74,0.06,1.00,755.74,63.89,1.00
Qantas Group,THB 761.04 - THB 764.22,1.00,760.96,0.00,1.00,760.96,0.00,1.00
Qantas Group,THB 767.41 - THB 770.59,1.00,768.41,0.06,1.00,768.41,63.72,1.00
Qantas Group,THB 770.59 - THB 773.78,3.00,771.41,0.22,3.00,771.41,74.72,1.00
Qantas Group,THB 773.78 - THB 776.96,2.00,775.21,0.06,2.00,775.21,31.81,1.00
Qantas Group,THB 780.15 - THB 783.33,1.00,782.44,0.06,1.00,782.44,63.63,1.00
Qantas Group,THB 786.51 - THB 789.70,1.00,788.68,0.06,1.00,788.68,63.63,1.00
Qantas Group,THB 792.88 - THB 796.07,2.00,794.00,0.16,2.00,794.00,77.87,1.00
Qantas Group,THB 802.44 - THB 805.62,1.00,804.65,0.06,1.00,804.65,63.63,1.00
Qantas Group,THB 805.62 - THB 808.80,1.00,810.07,0.06,1.00,810.07,63.88,1.00
Qantas Group,THB 808.80 - THB 811.99,2.00,810.23,0.06,2.00,810.23,31.84,1.00
Qantas Group,THB 815.17 - THB 818.36,1.00,818.50,0.10,1.00,818.50,102.71,1.00
Qantas Group,THB 818.36 - THB 821.54,1.00,823.14,0.00,1.00,823.14,0.00,1.00
Qantas Group,THB 827.91 - THB 831.09,2.00,829.78,0.26,2.00,829.78,127.60,1.00
Qantas Group,THB 831.09 - THB 834.28,2.00,832.83,0.06,2.00,832.83,31.84,1.00
Qantas Group,THB 834.28 - THB 837.46,2.00,837.99,0.13,2.00,837.99,63.89,1.00
Qantas Group,THB 840.65 - THB 843.83,1.00,840.44,0.06,1.00,840.44,63.63,1.00
Qantas Group,THB 843.83 - THB 847.01,1.00,845.12,0.06,1.00,845.12,63.69,1.00
Qantas Group,THB 850.20 - THB 853.38,1.00,850.68,0.06,1.00,850.68,63.63,1.00
Qantas Group,THB 856.57 - THB 859.75,2.00,858.84,0.13,2.00,858.84,63.79,1.00
Qantas Group,THB 862.94 - THB 866.12,2.00,865.33,0.13,2.00,865.33,63.67,1.00
Qantas Group,THB 866.12 - THB 869.30,2.00,867.74,0.13,2.00,867.74,63.67,1.00
Qantas Group,THB 869.30 - THB 872.49,1.00,869.07,0.06,1.00,869.07,63.63,1.00
Qantas Group,THB 875.67 - THB 878.86,1.00,877.46,0.06,1.00,877.46,63.72,1.00
Qantas Group,THB 878.86 - THB 882.04,2.00,880.54,0.14,2.00,880.54,69.64,1.00
Qantas Group,THB 888.41 - THB 891.59,2.00,889.22,0.45,2.00,889.22,224.26,1.00
Qantas Group,THB 891.59 - THB 894.78,1.00,890.96,0.06,1.00,890.96,63.63,1.00
Qantas Group,THB 904.33 - THB 907.52,2.00,906.03,0.15,2.00,906.03,74.64,1.00
Qantas Group,THB 907.52 - THB 910.70,1.00,912.46,0.06,1.00,912.46,63.89,1.00
Qantas Group,THB 910.70 - THB 913.88,2.00,914.10,0.15,2.00,914.10,76.70,1.00
Qantas Group,THB 923.44 - THB 926.62,2.00,925.28,0.13,2.00,925.28,63.75,1.00
Qantas Group,THB 926.62 - THB 929.81,2.00,929.69,0.13,2.00,929.69,63.76,1.00
Qantas Group,THB 932.99 - THB 936.17,1.00,936.67,0.00,1.00,936.67,0.00,1.00
Qantas Group,THB 936.17 - THB 939.36,1.00,937.13,0.06,1.00,937.13,63.69,1.00
Qantas Group,THB 939.36 - THB 942.54,1.00,940.19,0.60,1.00,940.19,604.25,1.00
Qantas Group,THB 942.54 - THB 945.73,2.00,943.91,0.13,2.00,943.91,63.66,1.00
Qantas Group,THB 948.91 - THB 952.10,2.00,954.09,0.14,2.00,954.09,70.28,1.00
Qantas Group,THB 952.10 - THB 955.28,2.00,953.11,0.56,2.00,953.11,277.90,1.00
Qantas Group,THB 955.28 - THB 958.46,2.00,958.39,0.80,2.00,958.39,400.17,1.00
Qantas Group,THB 958.46 - THB 961.65,2.00,960.15,0.13,2.00,960.15,63.78,1.00
Qantas Group,THB 964.83 - THB 968.02,1.00,965.49,0.06,1.00,965.49,63.69,1.00
Qantas Group,THB 968.02 - THB 971.20,1.00,967.47,0.06,1.00,967.47,63.63,1.00
Qantas Group,THB 974.39 - THB 977.57,1.00,977.02,0.06,1.00,977.02,63.69,1.00
Qantas Group,THB 980.75 - THB 983.94,1.00,982.93,0.08,1.00,982.93,76.35,1.00
Qantas Group,THB 983.94 - THB 987.12,1.00,984.14,0.09,1.00,984.14,90.00,1.00
Qantas Group,THB 990.31 - THB 993.49,1.00,994.16,0.51,1.00,994.16,513.56,1.00
Qantas Group,"THB 1,003.04 - THB 1,006.23",1.00,1007.64,0.20,1.00,1007.64,204.47,1.00
Qantas Group,"THB 1,006.23 - THB 1,009.41",1.00,1009.81,0.06,1.00,1009.81,63.88,1.00
Qantas Group,"THB 1,009.41 - THB 1,012.60",1.00,1012.39,0.06,1.00,1012.39,63.69,1.00
Qantas Group,"THB 1,025.33 - THB 1,028.52",1.00,1027.74,0.06,1.00,1027.74,63.69,1.00
Qantas Group,"THB 1,028.52 - THB 1,031.70",1.00,1029.57,0.06,1.00,1029.57,63.63,1.00
Qantas Group,"THB 1,031.70 - THB 1,034.89",1.00,1037.68,0.06,1.00,1037.68,63.89,1.00
Qantas Group,"THB 1,038.07 - THB 1,041.26",2.00,1040.63,0.16,2.00,1040.63,78.42,1.00
Qantas Group,"THB 1,047.62 - THB 1,050.81",2.00,1047.74,0.13,2.00,1047.74,63.67,1.00
Qantas Group,"THB 1,057.18 - THB 1,060.36",2.00,1059.52,0.76,2.00,1059.52,381.50,1.00
Qantas Group,"THB 1,060.36 - THB 1,063.54",3.00,1063.36,1.00,3.00,1063.36,333.43,1.00
Qantas Group,"THB 1,063.54 - THB 1,066.73",1.00,1065.03,0.00,1.00,1065.03,0.00,1.00
Qantas Group,"THB 1,066.73 - THB 1,069.91",1.00,1067.71,0.00,1.00,1067.71,0.00,1.00
Qantas Group,"THB 1,069.91 - THB 1,073.10",1.00,1072.13,0.59,1.00,1072.13,587.64,1.00
Qantas Group,"THB 1,073.10 - THB 1,076.28",1.00,1079.21,0.38,1.00,1079.21,378.91,1.00
Qantas Group,"THB 1,076.28 - THB 1,079.47",1.00,1076.82,0.06,1.00,1076.82,63.63,1.00
Qantas Group,"THB 1,085.83 - THB 1,089.02",2.00,1086.91,0.06,2.00,1086.91,31.81,1.00
Qantas Group,"THB 1,089.02 - THB 1,092.20",1.00,1093.97,0.35,1.00,1093.97,349.27,1.00
Qantas Group,"THB 1,098.57 - THB 1,101.76",2.00,1099.26,0.13,2.00,1099.26,63.69,1.00
Qantas Group,"THB 1,108.12 - THB 1,111.31",1.00,1113.07,0.06,1.00,1113.07,63.89,1.00
Qantas Group,"THB 1,111.31 - THB 1,114.49",2.00,1111.97,0.17,2.00,1111.97,84.18,1.00
Qantas Group,"THB 1,124.05 - THB 1,127.23",1.00,1124.92,0.06,1.00,1124.92,63.63,1.00
Qantas Group,"THB 1,130.41 - THB 1,133.60",1.00,1131.12,0.21,1.00,1131.12,210.42,1.00
Qantas Group,"THB 1,133.60 - THB 1,136.78",2.00,1137.96,0.13,2.00,1137.96,63.88,1.00
Qantas Group,"THB 1,143.15 - THB 1,146.34",2.00,1145.78,0.13,2.00,1145.78,63.79,1.00
Qantas Group,"THB 1,159.07 - THB 1,162.26",1.00,1160.94,0.06,1.00,1160.94,63.69,1.00
Qantas Group,"THB 1,168.63 - THB 1,171.81",1.00,1173.39,0.06,1.00,1173.39,63.88,1.00
Qantas Group,"THB 1,174.99 - THB 1,178.18",2.00,1176.06,0.17,2.00,1176.06,85.74,1.00
Qantas Group,"THB 1,178.18 - THB 1,181.36",2.00,1183.09,0.15,2.00,1183.09,76.01,1.00
Qantas Group,"THB 1,181.36 - THB 1,184.55",2.00,1184.40,0.13,2.00,1184.40,63.79,1.00
Qantas Group,"THB 1,184.55 - THB 1,187.73",1.00,1185.44,0.06,1.00,1185.44,63.69,1.00
Qantas Group,"THB 1,187.73 - THB 1,190.92",1.00,1188.90,0.00,1.00,1188.90,0.00,1.00
Qantas Group,"THB 1,190.92 - THB 1,194.10",1.00,1192.12,0.00,1.00,1192.12,0.00,1.00
Qantas Group,"THB 1,194.10 - THB 1,197.28",1.00,1198.90,0.06,1.00,1198.90,64.40,1.00
Qantas Group,"THB 1,197.28 - THB 1,200.47",2.00,1199.97,0.48,2.00,1199.97,237.82,1.00
Qantas Group,"THB 1,203.65 - THB 1,206.84",1.00,1210.50,0.06,1.00,1210.50,63.89,1.00
Qantas Group,"THB 1,210.02 - THB 1,213.21",1.00,1211.52,0.06,1.00,1211.52,63.69,1.00
Qantas Group,"THB 1,213.21 - THB 1,216.39",2.00,1215.85,0.16,2.00,1215.85,77.66,1.00
Qantas Group,"THB 1,219.57 - THB 1,222.76",2.00,1226.13,0.13,2.00,1226.13,63.89,1.00
Qantas Group,"THB 1,229.13 - THB 1,232.31",2.00,1230.73,0.18,2.00,1230.73,87.76,1.00
Qantas Group,"THB 1,235.50 - THB 1,238.68",2.00,1236.18,0.13,2.00,1236.18,63.67,1.00
Qantas Group,"THB 1,251.42 - THB 1,254.60",2.00,1252.95,0.32,2.00,1252.95,160.23,1.00
Qantas Group,"THB 1,270.52 - THB 1,273.71",1.00,1273.09,0.08,1.00,1273.09,81.52,1.00
Qantas Group,"THB 1,273.71 - THB 1,276.89",1.00,1278.89,0.11,1.00,1278.89,112.17,1.00
Qantas Group,"THB 1,276.89 - THB 1,280.08",1.00,1283.64,0.10,1.00,1283.64,100.67,1.00
Qantas Group,"THB 1,286.44 - THB 1,289.63",3.00,1289.21,1.15,3.00,1289.21,384.63,1.00
Qantas Group,"THB 1,289.63 - THB 1,292.81",2.00,1293.10,0.42,2.00,1293.10,208.56,1.00
Qantas Group,"THB 1,302.36 - THB 1,305.55",1.00,1303.86,0.06,1.00,1303.86,63.69,1.00
Qantas Group,"THB 1,315.10 - THB 1,318.29",2.00,1317.47,0.13,2.00,1317.47,63.70,1.00
Qantas Group,"THB 1,334.21 - THB 1,337.39",1.00,1337.07,0.36,1.00,1337.07,359.87,1.00
Qantas Group,"THB 1,337.39 - THB 1,340.58",1.00,1343.39,0.06,1.00,1343.39,63.89,1.00
Qantas Group,"THB 1,340.58 - THB 1,343.76",1.00,1344.24,0.76,1.00,1344.24,755.92,1.00
Qantas Group,"THB 1,343.76 - THB 1,346.94",1.00,1349.71,0.18,1.00,1349.71,178.89,1.00
Qantas Group,"THB 1,353.31 - THB 1,356.50",1.00,1355.22,0.08,1.00,1355.22,84.58,1.00
Qantas Group,"THB 1,362.87 - THB 1,366.05",1.00,1364.68,0.06,1.00,1364.68,63.69,1.00
Qantas Group,"THB 1,366.05 - THB 1,369.23",1.00,1367.62,0.06,1.00,1367.62,63.72,1.00
Qantas Group,"THB 1,372.42 - THB 1,375.60",1.00,1371.83,0.06,1.00,1371.83,63.63,1.00
Qantas Group,"THB 1,385.16 - THB 1,388.34",1.00,1387.63,0.06,1.00,1387.63,63.72,1.00
Qantas Group,"THB 1,388.34 - THB 1,391.52",1.00,1387.74,0.06,1.00,1387.74,63.63,1.00
Qantas Group,"THB 1,407.45 - THB 1,410.63",1.00,1408.78,0.06,1.00,1408.78,63.69,1.00
Qantas Group,"THB 1,410.63 - THB 1,413.81",1.00,1415.62,0.06,1.00,1415.62,63.90,1.00
Qantas Group,"THB 1,423.37 - THB 1,426.55",1.00,1427.88,0.06,1.00,1427.88,63.88,1.00
Qantas Group,"THB 1,432.92 - THB 1,436.10",1.00,1433.75,0.06,1.00,1433.75,63.69,1.00
Qantas Group,"THB 1,436.10 - THB 1,439.29",1.00,1439.52,0.06,1.00,1439.52,63.72,1.00
Qantas Group,"THB 1,455.21 - THB 1,458.39",1.00,1459.94,0.18,1.00,1459.94,178.85,1.00
Qantas Group,"THB 1,509.34 - THB 1,512.53",1.00,1511.79,0.06,1.00,1511.79,63.69,1.00
Qantas Group,"THB 1,512.53 - THB 1,515.71",1.00,1514.12,0.57,1.00,1514.12,573.68,1.00
Qantas Group,"THB 1,515.71 - THB 1,518.90",1.00,1517.00,0.10,1.00,1517.00,95.44,1.00
Qantas Group,"THB 1,534.82 - THB 1,538.00",1.00,1541.72,0.06,1.00,1541.72,63.90,1.00
Qantas Group,"THB 1,541.18 - THB 1,544.37",1.00,1542.64,0.06,1.00,1542.64,63.63,1.00
Qantas Group,"THB 1,544.37 - THB 1,547.55",1.00,1547.11,0.00,0.00,0.00,0.00,0.00
Qantas Group,"THB 1,547.55 - THB 1,550.74",2.00,1550.93,0.13,2.00,1550.93,63.78,1.00
Qantas Group,"THB 1,557.11 - THB 1,560.29",1.00,1558.26,0.06,1.00,1558.26,63.72,1.00
Qantas Group,"THB 1,569.84 - THB 1,573.03",2.00,1574.15,0.74,2.00,1574.15,368.80,1.00
Qantas Group,"THB 1,576.21 - THB 1,579.40",1.00,1577.67,0.06,1.00,1577.67,63.63,1.00
Qantas Group,"THB 1,582.58 - THB 1,585.76",1.00,1581.23,0.06,1.00,1581.23,63.63,1.00
Qantas Group,"THB 1,588.95 - THB 1,592.13",1.00,1590.35,0.59,1.00,1590.35,587.59,1.00
Qantas Group,"THB 1,592.13 - THB 1,595.32",160.00,2582.69,37.77,154.00,2569.85,245.23,0.96
Radissonblu,THB 0.00 - THB 3.18,27.00,0.42,0.00,0.00,0.00,0.00,0.00
Radissonblu,THB 3.18 - THB 6.37,1.00,4.79,0.00,0.00,0.00,0.00,0.00
Radissonblu,THB 15.92 - THB 19.11,67.00,15.93,0.00,0.00,0.00,0.00,0.00
Radissonblu,THB 318.43 - THB 321.61,1.00,319.48,0.06,1.00,319.48,63.90,1.00
Radissonblu,THB 350.27 - THB 353.45,1.00,351.43,0.00,0.00,0.00,0.00,0.00
Radissonblu,THB 907.52 - THB 910.70,2.00,913.49,0.09,2.00,913.49,44.34,1.00
Realogy Holdings Corporation,THB 222.90 - THB 226.08,1.00,226.03,0.06,1.00,226.03,63.72,1.00
Recruit,THB 22.29 - THB 25.47,2.00,22.32,0.00,0.00,0.00,0.00,0.00
Recruit,THB 89.16 - THB 92.34,1.00,92.51,0.06,1.00,92.51,63.89,1.00
Recruit,THB 95.53 - THB 98.71,1.00,95.94,0.06,1.00,95.94,63.88,1.00
Recruit,THB 108.27 - THB 111.45,2.00,110.12,0.06,2.00,110.12,31.94,1.00
Recruit,THB 111.45 - THB 114.63,1.00,113.32,0.06,1.00,113.32,63.88,1.00
